DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2013-Q4,618705,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2014-Q1,620365,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2014-Q2,621800,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2014-Q3,623498,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2014-Q4,625382,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2015-Q1,626966,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2015-Q2,628448,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2015-Q3,630568,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2015-Q4,632934,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2016-Q1,635144,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2016-Q2,637586,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2016-Q3,640489,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2016-Q4,643623,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2017-Q1,646438,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2017-Q2,649299,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2017-Q3,652193,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2017-Q4,655129,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2018-Q1,658065,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2018-Q2,661199,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2018-Q3,664941,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2018-Q4,668921,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2019-Q1,672895,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2019-Q2,677498,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2019-Q3,682818,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A60: 60-64,AUS: Australia,Q: Quarterly,2019-Q4,689260,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2013-Q1,193573,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2013-Q2,194067,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2013-Q3,194325,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2013-Q4,194983,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2014-Q1,195772,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2014-Q2,196233,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2014-Q3,196183,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2014-Q4,196783,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2015-Q1,197383,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2015-Q2,197816,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2015-Q3,198620,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2015-Q4,199966,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2016-Q1,201389,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2016-Q2,202502,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2016-Q3,203992,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2016-Q4,205874,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2017-Q1,207969,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2017-Q2,209694,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2017-Q3,211157,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2017-Q4,213442,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2018-Q1,215880,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2018-Q2,218093,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2018-Q3,220310,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2018-Q4,222861,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2019-Q1,225532,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2019-Q2,227771,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2019-Q3,230331,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A80: 80-84,AUS: Australia,Q: Quarterly,2019-Q4,233530,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2013-Q1,779755,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2013-Q2,782840,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2013-Q3,785494,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2013-Q4,786997,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q1,789708,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q2,791208,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q3,793913,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q4,795351,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q1,796853,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q2,797038,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q3,800277,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q4,801844,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q1,805241,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q2,807893,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q3,809312,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q4,809251,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q1,809469,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q2,809078,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q3,808571,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q4,806475,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q1,805592,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q2,803919,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q3,803187,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q4,801612,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q1,800925,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q2,799879,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q3,799076,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q4,796302,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2013-Q1,535684,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2013-Q2,542869,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2013-Q3,547775,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2013-Q4,552846,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2014-Q1,557823,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2014-Q2,562692,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2014-Q3,567678,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2014-Q4,572924,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2015-Q1,578023,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2015-Q2,583148,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2015-Q3,588164,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2015-Q4,593406,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2016-Q1,598653,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2016-Q2,603963,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2016-Q3,605088,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2016-Q4,606368,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2017-Q1,607288,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2017-Q2,608428,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2017-Q3,611140,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2017-Q4,614008,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2018-Q1,616819,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2018-Q2,619675,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2018-Q3,622867,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2018-Q4,626494,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2019-Q1,629738,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2019-Q2,633668,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2019-Q3,638309,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A65: 65-69,AUS: Australia,Q: Quarterly,2019-Q4,644456,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2013-Q1,744344,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2013-Q2,749620,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2013-Q3,754430,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2013-Q4,759207,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2014-Q1,764316,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2014-Q2,768999,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2014-Q3,773424,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2014-Q4,778201,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2015-Q1,783509,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2015-Q2,788647,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2015-Q3,791893,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2015-Q4,795474,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2016-Q1,799835,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2016-Q2,804219,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2016-Q3,806880,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2016-Q4,809497,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2017-Q1,812453,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2017-Q2,814918,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2017-Q3,817214,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2017-Q4,819226,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2018-Q1,821873,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2018-Q2,824102,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2018-Q3,825701,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2018-Q4,827119,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2019-Q1,828809,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2019-Q2,830010,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2019-Q3,830964,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A59: 5-9,AUS: Australia,Q: Quarterly,2019-Q4,831884,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2013-Q1,779064,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2013-Q2,782177,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2013-Q3,784123,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2013-Q4,786236,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2014-Q1,788350,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2014-Q2,790402,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2014-Q3,790483,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2014-Q4,790506,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2015-Q1,790509,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2015-Q2,790311,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2015-Q3,788970,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2015-Q4,787763,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2016-Q1,786755,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2016-Q2,785688,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2016-Q3,784617,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2016-Q4,783544,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2017-Q1,782351,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2017-Q2,781056,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2017-Q3,780571,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2017-Q4,779489,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2018-Q1,778841,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2018-Q2,778129,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2018-Q3,779345,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2018-Q4,780595,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2019-Q1,781739,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2019-Q2,782977,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2019-Q3,786789,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A50: 50-54,AUS: Australia,Q: Quarterly,2019-Q4,791001,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2013-Q1,853095,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2013-Q2,857350,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2013-Q3,861958,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2013-Q4,865639,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2014-Q1,870880,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2014-Q2,873565,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2014-Q3,877612,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A25: 25-29,AUS: Australia,Q: Quarterly,2014-Q4,881218,PSNS: Persons,,
